customer_id,income,payment_history,number_of_open_credit_cards,credit_score,total_debt
1820,109383,0.83,9,652,446532
1821,104520,0.88,3,688,154578
1822,47655,0.88,12,697,497852
1823,43475,0.83,10,635,77947
1824,82142,0.7,7,369,77802
1825,27125,1.0,3,842,261633
1826,62646,0.82,13,608,463848
1827,122096,0.72,4,401,284212
1828,70084,0.82,15,605,454527
1829,33768,1.0,4,346,173962
1830,70700,0.7,5,396,135480
1831,114680,0.98,4,796,364404
1832,107274,1.0,5,313,66395
1833,123997,0.82,15,623,333877
1834,105067,0.75,14,477,145153
1835,65724,0.75,10,492,438526
1836,98902,0.96,6,736,201958
1837,93265,0.74,6,440,77925
1838,130242,0.83,11,638,166121
1839,140694,0.92,15,707,458872
1840,128859,0.88,14,683,386896
1841,148951,0.77,10,543,390472
1842,57808,0.83,13,628,218017
1843,103775,0.82,12,625,131573
1844,57461,0.88,2,700,60276
1845,49696,0.8,9,592,376179
1846,46331,1.0,3,831,14720
1847,79006,0.75,2,472,75871
1848,52689,0.8,14,583,70104
1849,149449,0.74,2,430,301888
1850,25106,0.8,3,597,397288
1851,80377,0.77,14,539,216907
1852,116278,0.78,10,567,335960
1853,52289,0.98,9,771,297429
1854,125852,0.88,11,686,407876
1855,119467,0.75,4,484,220278
1856,68053,0.78,5,570,83947
1857,59341,1.0,5,828,213395
1858,30788,0.7,6,367,14160
1859,27527,1.0,14,339,295294
1860,148780,1.0,2,830,216105
1861,144911,0.7,11,381,62951
1862,34433,0.7,6,386,325121
1863,42890,0.98,13,759,252965
1864,131150,0.83,3,638,121437
1865,119343,1.0,1,337,247786
1866,79636,0.82,0,618,339669
1867,132509,1.0,5,327,280613
1868,38343,0.98,8,766,484388
1869,32749,0.99,11,813,227108
1870,145287,1.0,3,847,482786
1871,127188,1.0,11,349,307722
1872,36399,0.7,7,358,113227
1873,104116,0.96,8,741,417311
1874,87574,0.72,13,405,233089
1875,103681,0.75,12,468,199368
1876,109173,0.75,3,452,345825
1877,59163,0.98,14,751,161418
1878,80191,0.85,2,666,155662
1879,34667,0.85,0,672,71979
1880,92135,0.7,13,360,325456
1881,94420,0.78,12,552,227834
1882,34784,0.92,5,707,20673
1883,74929,0.7,4,362,418741
1884,68800,0.85,11,658,53698
1885,53407,1.0,8,842,290514
1886,41826,0.74,10,428,66132
1887,52112,0.88,15,692,263548
1888,72220,0.77,7,548,37487
1889,60521,0.83,2,653,176036
1890,148076,0.7,2,388,415300
1891,73924,0.72,6,411,84158
1892,78172,0.82,7,603,106069
1893,132376,1.0,3,305,17731
1894,41781,0.82,10,601,457297
1895,123375,0.83,9,640,59153
1896,39068,1.0,6,833,456057
1897,89647,0.85,13,675,289576
1898,122299,0.99,5,805,309814
1899,113152,0.99,14,815,20858
1900,85902,1.0,3,838,32031
1901,96762,0.83,6,638,438392
1902,92469,0.78,4,557,34618
1903,30563,0.82,2,605,380990
1904,107226,0.99,4,803,290146
1905,106204,0.76,10,518,300356
1906,70734,0.74,2,442,69610
1907,32748,0.98,4,753,141985
1908,92912,0.7,5,382,356965
1909,134658,0.7,4,355,105410
1910,54296,0.72,6,402,266713
1911,69720,0.75,6,490,189971
1912,89525,0.98,5,779,162191
1913,90503,0.83,3,637,290742
1914,59959,0.98,15,788,420040
1915,114713,0.77,11,540,410517
1916,29406,0.98,12,771,156270
1917,75212,0.7,8,355,151032
1918,25047,0.7,11,389,364097
1919,67816,0.96,7,733,224672
1920,104015,0.92,5,711,17394
1921,62803,1.0,6,845,13047
1922,76503,0.7,9,397,21764
1923,126528,1.0,0,849,344353
1924,40357,0.8,13,585,411396
1925,53518,0.83,2,655,46924
1926,96195,0.99,3,808,344920
1927,58882,1.0,13,329,202864
1928,30534,0.83,12,640,331737
1929,142498,0.78,1,557,81429
1930,123135,0.83,3,631,233939
1931,70311,0.85,5,670,233532
1932,91519,0.8,4,576,321156
1933,44559,0.82,8,613,79073
1934,90297,0.77,14,547,126468
1935,134298,0.78,15,567,296370
1936,31706,0.98,3,793,319671
1937,51581,0.7,15,390,176740
1938,72720,0.77,8,550,226771
1939,104087,0.99,11,803,96764
1940,38043,0.98,0,761,116438
1941,80751,1.0,11,319,298113
1942,70104,0.7,8,365,426917
1943,55070,0.76,12,510,379372
1944,132432,0.76,9,518,32927
1945,74025,0.75,8,459,75413
1946,123686,0.96,9,740,1801
1947,89455,0.88,2,698,402934
1948,28061,0.83,0,636,131115
1949,121498,0.83,3,632,454623
1950,101637,1.0,8,343,470493
1951,87040,0.8,7,599,202372
1952,149480,0.74,6,449,177271
1953,37090,0.77,5,537,492063
1954,62739,1.0,11,347,484273
1955,61417,1.0,0,830,61577
1956,89910,0.77,2,545,67191
1957,117187,0.7,8,352,329412
1958,62281,0.6,3,300,18497
1959,98037,0.75,12,494,461527
1960,40410,0.96,8,739,453734
1961,90056,0.76,13,502,218911
1962,49533,0.88,3,677,499445
1963,59683,0.75,8,497,169322
1964,146926,0.72,13,418,372243
1965,146267,0.7,3,382,267177
1966,82167,0.99,2,821,408133
1967,113720,0.8,0,599,199660
1968,65837,1.0,1,309,318172
1969,127475,0.99,10,821,188560
1970,62443,0.8,13,589,121509
1971,60631,1.0,13,835,258972
1972,143348,0.7,5,352,217638
1973,29414,0.75,10,499,469354
1974,30954,0.76,3,501,353540
1975,104554,0.98,6,784,71917
1976,86101,0.92,11,722,3974
1977,138495,0.98,12,777,138100
1978,70793,0.98,12,791,174523
1979,123089,0.7,2,359,21217
1980,116766,0.82,13,620,168942
1981,46596,0.98,3,793,18426
1982,126461,0.7,15,370,179799
1983,108283,0.88,1,687,449066
1984,98794,0.88,11,689,498941
1985,72118,0.75,15,494,70305
1986,122161,0.82,1,614,259608
1987,34779,0.78,14,560,445198
1988,90587,0.92,9,711,99692
1989,81268,1.0,15,336,202074
1990,88061,0.96,6,746,239501
1991,66623,0.92,9,721,12822
1992,39507,0.75,7,451,395486
1993,100972,0.85,0,672,15522
1994,83371,0.96,0,730,380117
1995,36970,0.7,10,393,306598
1996,107466,1.0,2,834,121223
1997,127364,1.0,7,323,46236
1998,85121,0.96,11,732,420090
1999,70323,0.8,13,598,128683
2000,106425,0.74,13,447,261402
2001,149743,1.0,3,303,52315
2002,140917,0.98,2,783,174484
2003,67653,0.96,13,726,270141
2004,109735,0.8,9,584,159215
2005,135864,0.75,5,488,275591
2006,95407,0.92,14,714,241331
2007,85482,0.85,5,672,168373
2008,131473,0.7,14,359,112816
2009,84309,0.92,10,702,400323
2010,102770,0.96,15,738,309359
2011,147334,0.98,9,775,103166
2012,117809,0.75,10,498,210707
2013,121266,0.76,0,519,279458
2014,132747,0.72,0,419,457816
2015,92654,0.98,1,799,357480
2016,52333,1.0,0,329,266909
2017,43635,0.77,8,549,9335
2018,107371,0.72,8,401,87438
2019,34223,0.74,14,448,375631
2020,33171,0.88,9,694,55617
2021,79101,0.7,11,398,229769
2022,29246,0.72,1,403,28157
2023,146632,0.88,6,679,201099
2024,82132,0.7,4,354,130076
2025,132436,0.75,5,495,462972
2026,78048,0.75,2,484,319311
2027,37942,0.7,6,360,427633
2028,109309,1.0,14,843,490428
2029,99811,0.72,13,425,52735
2030,147901,0.72,6,408,289186
2031,95143,0.85,6,667,287405
2032,65570,0.7,11,358,379759
2033,39725,0.7,13,391,458969
2034,97438,0.76,15,507,348146
2035,45032,0.96,3,734,162808
2036,56570,0.96,11,726,312599
2037,66432,0.88,12,686,142068
2038,101401,1.0,15,321,150150
2039,112825,0.77,0,540,142859
2040,30641,0.98,13,769,358712
2041,116679,0.99,13,809,391561
2042,123881,0.85,2,658,442222
2043,64363,0.8,8,582,95214
2044,120583,0.98,15,769,259102
2045,122445,0.7,15,370,401324
2046,33950,1.0,9,322,245492
2047,112174,0.75,2,492,227730
2048,146451,0.75,14,496,431296
2049,106385,0.7,8,387,288559
2050,116742,1.0,1,844,415637
2051,38415,0.76,7,508,353103
2052,51162,0.92,11,704,90122
2053,76405,0.75,4,485,318372
2054,44690,0.85,14,667,55175
2055,133978,0.96,2,745,393906
2056,26847,0.83,14,646,424963
2057,142979,0.98,8,787,429188
2058,39048,0.75,4,457,265555
2059,37234,0.98,7,790,292923
2060,141487,1.0,9,832,322852
2061,143679,0.76,15,502,416993
2062,73989,0.7,14,382,61001
2063,54981,0.7,8,374,247370
2064,56215,0.99,2,809,43301
2065,30959,0.72,0,414,402803
2066,42074,0.72,1,424,370203
2067,138426,0.78,10,575,245907
2068,77693,1.0,5,312,227474
2069,128198,0.83,8,642,204761
2070,139056,0.74,13,428,45853
2071,44246,0.8,5,600,102092
2072,44884,0.7,15,376,399564
2073,116767,0.75,13,451,196834
2074,63320,1.0,11,843,232741
2075,132077,0.7,11,365,482016
2076,29659,0.92,6,720,161112
2077,113855,0.75,14,461,150791
2078,89165,1.0,10,833,205747
2079,123586,0.77,5,528,468916
2080,124908,0.96,12,741,5278
2081,32600,0.78,9,573,354977
2082,29629,0.72,5,401,92042
2083,101105,0.99,11,814,413018
2084,125556,0.96,15,748,422704
2085,45365,0.7,15,398,358124
2086,109909,1.0,11,337,396399
2087,125710,0.98,9,763,350020
2088,100622,1.0,6,316,163308
2089,58814,0.76,12,525,430281
2090,101422,0.83,7,652,146489
2091,135540,0.92,11,717,304469
2092,83496,0.78,5,563,34520
2093,92132,1.0,5,830,476720
2094,58301,0.82,12,619,8366
2095,43770,0.82,7,621,173200
2096,89856,1.0,12,315,329577
2097,137311,0.96,15,747,157667
2098,86500,0.96,4,742,424971
2099,27990,0.98,2,762,455498
2100,54267,0.7,5,351,332760
2101,149509,0.7,7,375,92552
2102,89847,0.75,11,483,150249
2103,136481,0.7,11,392,424992
2104,150000,1.0,12,313,90334
2105,69922,0.75,2,474,185015
2106,26422,0.7,0,395,177495
2107,124329,0.98,8,776,196742
2108,62981,0.88,2,700,286581
2109,87452,0.96,0,747,482149
2110,77749,0.75,12,497,101389
2111,34154,0.98,11,778,57640
2112,90647,0.78,1,571,228017
2113,77523,0.75,6,493,121530
2114,92505,0.78,14,559,223964
2115,111568,1.0,12,336,220057
2116,116370,0.75,15,495,293932
2117,86896,0.74,4,450,256295
2118,124591,0.92,3,704,260283
2119,76723,0.75,8,473,328396
2120,83558,0.92,8,701,295683
2121,96287,1.0,2,326,367583
2122,110023,0.85,4,658,399062
2123,72923,0.78,4,566,59455
2124,63693,1.0,13,335,129610
2125,62990,0.96,9,745,201796
2126,61056,0.78,12,563,376127
2127,81408,0.96,10,746,222565
2128,145957,0.76,6,507,327949
2129,144918,0.75,10,456,435103
2130,100135,0.76,13,517,162787
2131,25224,0.7,10,361,184963
2132,68127,0.83,11,646,467368
2133,56550,0.85,15,657,477515
2134,123367,0.99,7,814,43844
2135,138776,0.85,10,665,306629
2136,137057,0.82,14,602,284376
2137,85711,0.75,15,496,66236
2138,81430,0.76,15,503,319783
2139,147766,0.7,13,382,146309
2140,37782,0.7,15,368,180225
2141,33265,1.0,9,318,281153
2142,26833,0.75,10,467,98143
2143,125530,0.75,13,474,376460
2144,128939,0.7,15,353,489484
2145,46115,0.8,3,586,252788
2146,140279,0.99,6,808,435974
2147,143848,0.8,8,597,309621
2148,36788,0.7,10,368,39280
2149,115379,0.8,15,582,163716
2150,115862,0.72,6,411,9712
2151,116975,0.75,0,485,323324
2152,115741,0.83,3,626,258121
2153,143902,0.7,0,359,349256
2154,96545,0.83,11,635,433666
2155,97684,0.72,6,409,492678
2156,95032,0.98,0,771,312551
2157,71561,0.99,1,800,296092
2158,146011,0.72,15,406,441562
2159,35175,0.88,11,683,229590
2160,132239,0.75,9,458,248138
2161,113584,0.83,3,631,395492
2162,56867,0.78,2,573,9025
2163,78005,0.99,10,813,125216
2164,67299,0.98,0,781,394635
2165,115807,0.83,7,634,269146
2166,63426,0.85,14,660,167204
2167,141642,0.85,9,672,205545
2168,47265,0.7,7,365,437653
2169,133169,0.98,7,786,139438
2170,149538,0.75,1,465,246370
2171,118731,0.77,5,533,222198
2172,38670,0.98,15,787,265405
2173,96701,0.8,0,600,165990
2174,47419,0.98,13,791,498510
2175,105676,0.8,1,597,169781
2176,112305,1.0,11,348,110785
2177,136039,0.7,3,371,447044
2178,80605,1.0,8,827,441293
2179,54169,0.83,11,653,377683
2180,76828,0.6,6,300,309752
2181,83871,0.78,7,555,109485
2182,130507,1.0,4,343,239955
2183,140711,1.0,9,316,433872
2184,113567,0.8,3,579,291352
2185,96327,0.98,15,799,266143
2186,33083,0.75,7,494,358383
2187,82264,1.0,12,348,354454
2188,81850,0.76,11,516,2151
2189,96052,1.0,13,339,263843
2190,104426,0.77,6,541,182735
2191,30598,0.83,5,651,118690
2192,73312,0.75,7,453,498335
2193,116536,0.83,1,642,367062
2194,103036,0.98,11,766,22181
2195,133221,0.98,0,764,316486
2196,68167,0.98,12,792,91989
2197,148470,0.75,5,482,93147
2198,73712,0.78,10,567,80544
2199,37228,0.98,1,755,218770
2200,146654,0.83,11,653,478830
2201,84095,0.76,2,504,68493
2202,116490,0.92,6,703,236061
2203,112065,0.75,7,456,264967
2204,128477,0.82,11,620,213602
2205,94745,0.7,14,362,483977
2206,132576,0.78,1,566,10909
2207,139136,1.0,8,313,378356
2208,78852,0.98,13,772,23961
2209,73247,0.96,15,746,452716
2210,55447,0.96,3,733,45486
2211,113543,0.88,12,681,12257
2212,52169,1.0,6,826,318117
2213,38845,0.78,12,573,465259
2214,125703,0.98,8,780,261724
2215,148522,0.98,6,774,164383
2216,149448,0.82,5,625,227283
2217,78786,0.75,1,455,400585
2218,145543,0.7,13,352,131796
2219,37714,0.8,4,581,298304
2220,101328,0.74,2,432,342924
2221,117425,0.92,9,717,13836
2222,33261,0.7,7,380,266588
2223,52393,0.99,2,810,312080
2224,106253,0.7,10,385,20316
2225,30296,0.82,6,617,421481
2226,48502,0.82,7,618,163081
2227,47643,0.88,14,697,212113
2228,44232,0.7,2,368,346263
2229,113527,0.75,5,476,303314
2230,98696,0.8,4,585,257457
2231,46710,0.77,5,544,186508
2232,122975,0.96,14,738,323113
2233,118920,0.74,0,427,86070
2234,83404,0.76,12,524,279322
2235,56296,0.83,15,641,125564
2236,31052,0.7,2,352,190817
2237,53386,0.75,2,497,370088
2238,125689,0.7,2,383,146614
2239,42340,0.82,14,623,84192
2240,101761,0.96,1,740,241316
2241,145872,0.75,9,478,88364
2242,28495,0.7,10,375,169380
2243,92317,0.82,11,608,463498
2244,96406,0.83,13,645,413154
2245,116399,0.7,12,386,136141
2246,100121,1.0,14,324,465785
2247,81780,0.7,11,353,40008
2248,101636,0.77,11,531,184979
2249,148647,1.0,9,323,248168
2250,80230,0.92,2,714,147088
2251,146590,0.7,11,378,471748
2252,144604,0.98,4,778,288169
2253,107580,0.72,4,421,397131
2254,38090,0.82,1,623,129374
2255,85484,0.85,4,663,367200
2256,75282,0.77,5,536,153658
2257,94270,0.98,8,771,334695
2258,123656,1.0,4,847,27681
2259,137294,0.98,1,759,458824
2260,56551,0.75,9,465,251639
2261,30818,0.77,10,550,426010
2262,123866,1.0,15,836,485549
2263,56962,0.72,8,422,475734
2264,28658,0.74,6,448,300696
2265,80883,0.96,15,732,415244
2266,51863,0.8,6,579,347145
2267,69995,0.98,6,766,73859
2268,138267,0.72,14,423,296308
2269,117060,0.8,2,580,47330
2270,55619,0.98,1,777,278196
2271,114044,0.99,11,812,476489
2272,122525,1.0,13,329,491140
2273,143742,0.72,5,410,11207
2274,31847,0.76,5,513,430408
2275,126740,1.0,9,839,160012
2276,52813,1.0,15,337,337329
2277,94655,0.88,8,694,457383
2278,105322,0.78,14,555,490708
2279,129861,0.88,14,684,452811
2280,104703,1.0,4,324,162962
2281,64100,0.83,11,632,208937
2282,65233,0.8,4,595,474223
2283,92325,0.8,2,589,490699
2284,49129,0.99,13,805,57895
2285,84072,0.7,11,357,59204
2286,138744,0.7,4,379,351316
2287,128137,0.76,5,518,253310
2288,57248,1.0,9,318,353109
2289,132235,0.7,8,392,284046
2290,85032,0.7,5,391,300001
2291,64741,0.96,13,750,452712
2292,50656,0.74,0,428,27493
2293,134914,0.88,3,698,484952
2294,62131,0.82,12,603,75119
2295,53035,1.0,3,315,394319
2296,149298,0.74,13,446,277690
2297,54649,0.75,12,486,226150
2298,114796,0.7,6,396,78614
2299,73990,0.8,11,585,154332
2300,105103,0.83,7,643,344771
2301,70149,0.7,0,378,407933
2302,77552,0.76,7,504,132001
2303,119068,0.96,11,730,182455
2304,60758,0.99,0,802,275659
2305,27022,0.96,14,734,367356
2306,112138,0.72,0,424,89930
2307,143592,0.88,13,685,56012
2308,147965,0.8,7,582,140887
2309,99248,1.0,8,847,472714
2310,80012,0.7,1,360,376791
2311,31715,0.75,12,493,258404
2312,61585,0.75,4,473,274261
2313,66631,0.78,5,571,366866
2314,96308,0.85,4,672,2057
2315,116903,0.83,5,646,122029
2316,146226,0.88,4,696,17462
2317,118250,0.96,8,741,486799
2318,69959,0.96,5,740,271544
2319,43567,0.6,3,300,117316
2320,31567,0.8,13,584,373054
2321,62573,0.74,5,450,108412
2322,117888,0.7,8,375,332819
2323,126621,1.0,12,850,203165
2324,117716,0.78,4,560,128286
2325,146550,0.92,0,715,327079
2326,145483,0.7,11,399,187177
2327,77529,0.75,2,463,334678
2328,29331,0.88,7,679,404168
2329,27677,0.7,12,397,201850
2330,60049,1.0,15,848,95518
2331,57837,0.7,15,396,315780
2332,39722,0.76,15,516,253665
2333,102178,0.7,1,395,357107
2334,84613,0.8,14,595,107960
2335,37563,0.72,4,424,375081
2336,86475,0.77,12,531,270266
2337,30592,0.78,15,558,240112
2338,109560,0.78,1,561,34566
2339,110165,0.83,1,650,343478
2340,136519,0.77,14,547,119584
2341,44754,0.99,6,810,320400
2342,73146,0.75,5,478,416658
2343,68877,0.7,14,374,408972
2344,118750,0.8,11,591,75047
2345,74133,1.0,2,845,81472
2346,74274,0.72,1,419,45023
2347,107062,0.88,7,689,245273
2348,131029,1.0,1,350,156407
2349,78227,0.98,8,752,20179
2350,95545,0.74,13,426,107106
2351,85405,0.75,0,471,446769
2352,122535,0.88,15,679,250162
2353,124841,0.7,6,366,433240
2354,92794,0.77,5,544,275367
2355,83079,0.83,0,628,482778
2356,112513,0.72,10,417,213120
2357,85083,0.75,7,452,204270
2358,58157,0.74,9,432,3149
2359,85880,0.74,2,446,474009
2360,94566,0.7,0,393,49756
2361,106022,0.74,15,444,319951
2362,73424,0.98,2,765,465533
2363,87365,1.0,6,317,265366
2364,123557,1.0,12,301,442322
2365,34063,1.0,6,305,211541
2366,108202,1.0,13,325,192992
2367,69892,0.72,14,421,146307
2368,119306,1.0,6,828,457177
2369,71793,0.75,3,484,363247
2370,53360,1.0,6,321,175419
2371,70137,1.0,3,840,207657
2372,40940,0.92,2,717,400934
2373,60714,0.98,7,775,166384
2374,98482,1.0,1,841,355169
2375,35804,1.0,1,337,58246
2376,145428,0.75,0,458,387429
2377,66549,1.0,3,346,224521
2378,129556,0.77,0,543,34070
2379,125675,0.99,12,810,359727
2380,135924,0.74,0,436,126801
2381,116377,0.98,14,768,332655
2382,111429,0.78,2,559,386219
2383,103126,0.88,5,678,492367
2384,75611,0.82,0,618,97265
2385,60463,0.88,12,683,394386
2386,117339,0.99,11,809,226194
2387,148234,0.76,5,508,306575
2388,53818,0.7,14,395,97992
2389,104349,0.75,4,456,81212
2390,135961,0.98,6,755,231613
2391,34948,0.92,11,724,81662
2392,70926,1.0,5,306,143417
2393,59496,0.75,0,495,67602
2394,146692,0.76,4,502,304612
2395,139032,0.96,4,745,259005
2396,30598,0.7,12,359,482021
2397,105870,0.72,6,416,13071
2398,29407,0.7,9,386,57179
2399,86461,0.98,7,785,199384
2400,144150,0.96,6,729,10561
2401,76005,0.83,3,634,498113
2402,107199,0.92,1,721,95387
2403,140502,0.7,5,364,132273
2404,65945,0.92,5,704,296073
2405,98060,0.8,8,578,63000
2406,35098,0.96,5,748,398547
2407,49924,0.78,12,574,194548
2408,82874,0.82,9,612,399501
2409,108541,0.85,11,675,477888
2410,136791,0.82,0,623,209730
2411,84027,0.74,11,427,137222
2412,79276,0.74,5,443,370213
2413,31190,0.98,14,761,238772
2414,136574,1.0,1,336,366149
2415,133122,0.7,8,366,110847
2416,38143,0.76,3,508,260031
2417,57636,1.0,13,845,240406
2418,49893,0.83,15,633,220089
2419,111496,1.0,2,326,5195
2420,96389,0.99,0,821,405706
2421,46016,0.96,6,746,423013
2422,52090,0.72,9,415,103538
2423,95158,0.99,14,808,120296
2424,32590,0.74,8,433,98544
2425,27296,0.7,11,368,459166
2426,33117,1.0,12,844,361086
2427,147345,0.8,5,584,90376
2428,54924,0.8,0,584,279787
2429,127355,0.85,0,660,142542
2430,111089,0.8,6,588,311018
2431,109767,1.0,6,829,401238
2432,147354,0.98,2,772,232903
2433,116483,0.72,4,424,61175
2434,68416,0.92,2,721,416223
2435,57669,0.8,13,586,227598
2436,108487,0.78,8,575,467697
2437,143620,1.0,2,321,379451
2438,107521,1.0,11,829,451807
2439,122437,0.74,5,428,105630
2440,104310,0.75,10,487,295488
2441,29100,0.99,0,825,118777
2442,148946,0.7,5,383,435685
2443,75368,0.99,5,821,238020
2444,116322,0.99,7,803,17858
2445,58930,0.92,15,706,456921
2446,42708,0.72,3,414,154762
2447,36203,0.76,5,507,248118
2448,104636,0.92,12,706,362626
2449,44603,0.78,10,570,353594
2450,61707,0.74,4,429,447210
2451,142079,0.74,14,436,283262
2452,133138,0.77,15,541,41762
2453,119138,0.75,10,499,171701
2454,58314,0.98,7,756,289702
2455,139741,0.88,6,689,171779
2456,68463,0.78,9,561,437762
2457,81815,0.92,11,724,1223
2458,105528,0.75,0,484,6863
2459,145695,0.92,6,707,82229
2460,149195,0.7,0,362,76261
2461,141216,0.7,1,362,7494
2462,142971,0.96,13,731,241462
2463,94373,0.8,14,592,192080
2464,65571,0.98,14,767,315342
2465,149879,1.0,10,333,484036
2466,49609,0.74,15,439,270975
2467,27437,0.88,8,680,7526
2468,83131,0.88,2,683,459995
2469,25638,0.96,0,745,311187
2470,32002,0.75,5,484,465061
2471,118338,0.7,4,372,3713
2472,110572,0.98,0,792,190957
2473,121885,0.96,6,738,237566
2474,51841,0.88,5,693,482266
2475,90267,0.78,0,570,274427
2476,47671,0.82,8,607,187558
2477,64670,0.72,1,412,438462
2478,50202,0.75,10,475,62483
2479,107744,1.0,11,339,83857
2480,33085,0.74,15,442,148859
2481,59634,0.83,9,649,5443
2482,96911,1.0,7,305,283292
2483,113117,0.72,15,401,376728
2484,51274,0.78,12,565,160113
2485,106559,1.0,12,323,48570
2486,123794,0.75,5,490,285396
2487,25678,0.75,10,471,93303
2488,114956,1.0,6,337,478807
2489,33455,0.92,12,725,45193
2490,92841,0.98,15,785,79625
2491,78178,0.98,3,766,493176
2492,136665,0.96,4,727,266521
2493,34252,0.72,15,409,73883
2494,52075,0.92,15,714,201086
2495,31084,0.88,11,695,158235
2496,144443,0.82,12,615,207684
2497,122178,0.76,4,505,248593
2498,112399,0.92,6,703,390315
2499,62738,0.85,14,656,456057
2500,53703,0.8,7,578,402899
2501,135611,0.98,6,788,38077
2502,149197,0.85,7,669,74104
2503,101092,0.8,9,582,104171
2504,29442,0.78,3,559,42892
2505,146517,0.82,7,604,289982
2506,99615,0.74,7,450,291401
2507,124105,0.72,10,402,173613
2508,60288,0.75,10,481,278481
2509,126622,0.72,5,419,370595
2510,131628,0.75,3,496,345433
2511,85568,0.72,2,412,421192
2512,49791,0.75,10,458,76333
2513,93416,1.0,8,831,97390
2514,131801,0.72,10,406,2612
2515,89932,0.8,9,578,346013
2516,95637,0.98,13,773,395857
2517,54373,0.77,2,527,409392
2518,126918,0.88,12,678,257985
2519,99254,1.0,4,349,341844
2520,104814,0.77,4,533,433144
2521,38655,0.96,11,736,237316
2522,146431,0.85,1,666,324648
2523,110350,0.8,11,597,47988
2524,128354,0.75,11,495,278983
2525,35586,0.98,7,795,497957
2526,124380,1.0,13,303,144260
2527,112152,1.0,4,838,273603
2528,34505,0.92,6,711,134315
2529,131936,0.96,8,744,160002
2530,38150,0.92,11,719,252730
2531,119379,0.99,7,800,141159
2532,43438,0.98,3,776,131238
2533,84319,0.88,13,676,287844
2534,89905,0.78,14,568,278360
2535,116089,0.6,8,300,132996
2536,50120,0.74,12,438,424599
2537,67733,0.8,2,588,171816
2538,139420,0.83,1,646,112962
2539,120461,0.74,8,441,136962
2540,83037,0.99,0,806,380863
2541,68430,0.85,4,657,388510
2542,41836,1.0,7,848,52673
2543,131683,1.0,1,318,494882
2544,51609,1.0,10,305,28721
2545,26214,0.7,12,357,142558
2546,58899,0.96,14,737,312947
2547,52002,0.85,15,675,305887
2548,70580,0.7,13,376,331723
2549,29353,1.0,8,842,384397
2550,51702,0.75,9,461,152609
2551,62940,0.88,7,680,232092
2552,142596,0.78,5,553,485014
2553,101703,0.82,5,625,265722
2554,41443,1.0,1,327,417275
2555,25273,0.74,4,430,189119
2556,121752,1.0,5,350,436269
2557,105914,1.0,9,345,351540
2558,77685,0.99,14,808,228743
2559,50950,0.92,3,701,36301
2560,61082,0.72,6,404,135885
2561,56941,0.98,2,765,411998
2562,132326,0.75,9,454,374564
2563,56308,0.75,7,468,72227
2564,106059,0.74,7,432,420258
2565,141858,0.99,2,819,375788
2566,126910,0.76,4,507,27319
2567,71545,0.88,10,679,431029
2568,127239,0.74,0,435,333155
2569,110461,1.0,7,831,168020
2570,64803,0.83,15,631,96223
2571,96153,0.78,7,553,32653
2572,93139,0.75,3,494,456728
2573,44767,0.72,5,416,82390
2574,96281,0.78,8,572,13733
2575,81298,0.7,8,379,80915
2576,43887,0.7,11,357,447363
2577,146702,0.75,9,485,132640
2578,92292,1.0,7,322,262699
2579,40687,0.96,5,736,229588
2580,135745,0.92,8,708,467029
2581,122333,0.88,1,678,48054
2582,38789,0.98,14,768,343467
2583,129802,0.82,5,617,449886
2584,66582,0.75,8,458,259735
2585,87422,1.0,10,336,462238
2586,64645,0.88,8,686,92270
2587,83970,0.78,15,555,216534
2588,106993,0.76,11,514,409577
2589,89115,0.77,4,542,106082
2590,115687,0.96,14,745,116360
2591,131279,0.85,15,667,163353
2592,142102,0.82,12,612,417596
2593,54312,0.76,10,516,125353
2594,135533,0.7,1,355,90590
2595,107274,0.75,8,481,267705
2596,141096,0.92,7,725,277617
2597,78768,0.85,0,666,80518
2598,61526,0.98,15,789,213716
2599,147126,0.77,0,537,117198
2600,57676,1.0,14,838,484976
2601,121719,0.83,6,651,53965
2602,49356,1.0,4,843,483955
2603,52463,0.98,1,796,291884
2604,125507,0.72,11,410,419674
2605,84278,0.7,1,392,447646
2606,63770,0.82,10,619,363558
2607,63857,1.0,13,301,131462
2608,86395,0.98,5,781,193464
2609,100129,0.78,12,559,220294
2610,46351,0.77,14,539,456395
2611,40125,0.98,9,785,394789
2612,136624,0.98,1,764,156182
2613,57896,0.99,2,806,152605
2614,49492,0.76,9,518,162508
2615,145111,0.96,3,727,247163
2616,68567,0.99,0,817,107074
2617,87114,0.96,11,726,363883
2618,77064,1.0,2,305,180862
2619,146156,0.98,0,753,124798
2620,141769,0.75,4,463,387310
2621,144145,1.0,7,827,2082
2622,25723,0.85,12,665,398878
2623,112495,0.98,8,778,140852
2624,36018,0.72,8,413,50466
2625,133192,0.98,0,761,321610
2626,134002,0.72,9,401,219464
2627,48995,1.0,5,310,42158
2628,96729,0.72,6,415,390982
2629,103160,0.7,10,388,258615
2630,39292,0.83,1,655,308364
2631,91199,1.0,15,327,386790
2632,34178,1.0,0,323,350175
2633,31857,0.72,5,411,255550
2634,87908,0.75,0,451,482537
2635,91210,0.82,8,616,116811
2636,62512,1.0,15,333,17939
2637,59803,0.75,14,473,495246
2638,36389,0.92,0,720,357793
2639,112388,0.88,7,688,72115
2640,134034,1.0,11,830,277820
